                                                                                                                                                                                                     25 Apr 2023 14:23:33
CoverageDefinition-NorthCusp



Spliced coverage by Pass for Region: 1
--------------------------------------

Access       Access Start (UTCG)          Access End (UTCG)       Duration (sec)     Asset Name    Asset Full Name    Region Name    % Coverage    Area Coverage (km^2)    % Accum Coverage    Accum Area Coverage (km^2)
   181    10 Feb 2025 05:19:22.971    10 Feb 2025 05:35:38.289           975.318    Satellite12    Satellite12        2               66.666667          2944627.980884          100.000000                4416941.971327
   182    10 Feb 2025 06:53:38.123    10 Feb 2025 07:10:23.062          1004.939    Satellite12    Satellite12        2              100.000000          4416941.971327          100.000000                4416941.971327
   183    10 Feb 2025 08:28:12.244    10 Feb 2025 08:45:07.642          1015.398    Satellite12    Satellite12        2               66.666667          2944627.980884          100.000000                4416941.971327
   184    10 Feb 2025 10:02:55.263    10 Feb 2025 10:18:43.951           948.688    Satellite12    Satellite12        2               22.222222           981542.660295          100.000000                4416941.971327
   185    11 Feb 2025 03:34:11.346    11 Feb 2025 03:39:13.373           302.027    Satellite12    Satellite12        2               11.111111           490771.330147          100.000000                4416941.971327
   186    11 Feb 2025 05:00:33.099    11 Feb 2025 05:16:38.030           964.932    Satellite12    Satellite12        2               55.555556          2453856.650737          100.000000                4416941.971327
   187    11 Feb 2025 06:34:50.732    11 Feb 2025 06:51:29.060           998.328    Satellite12    Satellite12        2              100.000000          4416941.971327          100.000000                4416941.971327
   188    11 Feb 2025 08:09:16.398    11 Feb 2025 08:26:13.414          1017.017    Satellite12    Satellite12        2               77.777778          3435399.311032          100.000000                4416941.971327
   189    11 Feb 2025 09:43:59.397    11 Feb 2025 10:00:13.910           974.513    Satellite12    Satellite12        2               33.333333          1472313.990442          100.000000                4416941.971327
   190    12 Feb 2025 04:41:42.715    12 Feb 2025 04:57:30.828           948.113    Satellite12    Satellite12        2               44.444444          1963085.320590          100.000000                4416941.971327
   191    12 Feb 2025 06:16:02.847    12 Feb 2025 06:32:34.786           991.939    Satellite12    Satellite12        2               88.888889          3926170.641179          100.000000                4416941.971327
   192    12 Feb 2025 07:50:20.529    12 Feb 2025 08:07:18.920          1018.391    Satellite12    Satellite12        2               88.888889          3926170.641179          100.000000                4416941.971327
   193    12 Feb 2025 09:25:03.510    12 Feb 2025 09:41:38.835           995.325    Satellite12    Satellite12        2               40.989719          1810492.121349          100.000000                4416941.971327
   194    13 Feb 2025 04:22:51.804    13 Feb 2025 04:38:15.886           924.082    Satellite12    Satellite12        2               33.333333          1472313.990442          100.000000                4416941.971327
   195    13 Feb 2025 05:57:14.470    13 Feb 2025 06:13:40.247           985.778    Satellite12    Satellite12        2               77.777778          3435399.311032          100.000000                4416941.971327
   196    13 Feb 2025 07:31:24.638    13 Feb 2025 07:48:24.158          1019.521    Satellite12    Satellite12        2               95.022464          4197087.094167          100.000000                4416941.971327
   197    13 Feb 2025 09:06:17.104    13 Feb 2025 09:22:58.498          1001.394    Satellite12    Satellite12        2               44.444444          1963085.320590          100.000000                4416941.971327
   198    14 Feb 2025 04:04:00.340    14 Feb 2025 04:18:52.014           891.673    Satellite12    Satellite12        2               22.222222           981542.660295          100.000000                4416941.971327
   199    14 Feb 2025 05:38:25.601    14 Feb 2025 05:54:45.446           979.846    Satellite12    Satellite12        2               70.121392          3097221.180125          100.000000                4416941.971327
   200    14 Feb 2025 07:12:38.249    14 Feb 2025 07:29:30.145          1011.896    Satellite12    Satellite12        2              100.000000          4416941.971327          100.000000                4416941.971327
   201    14 Feb 2025 08:47:21.300    14 Feb 2025 09:04:12.645          1011.345    Satellite12    Satellite12        2               55.555556          2453856.650737          100.000000                4416941.971327
   202    14 Feb 2025 10:22:04.336    14 Feb 2025 10:36:58.356           894.020    Satellite12    Satellite12        2               11.111111           490771.330147          100.000000                4416941.971327
   203    15 Feb 2025 03:45:08.301    15 Feb 2025 03:59:17.206           848.905    Satellite12    Satellite12        2               17.471754           771717.242505          100.000000                4416941.971327
   204    15 Feb 2025 05:19:36.237    15 Feb 2025 05:35:51.641           975.405    Satellite12    Satellite12        2               66.666667          2944627.980884          100.000000                4416941.971327
   205    15 Feb 2025 06:53:51.360    15 Feb 2025 07:10:36.402          1005.042    Satellite12    Satellite12        2              100.000000          4416941.971327          100.000000                4416941.971327
   206    15 Feb 2025 08:28:25.473    15 Feb 2025 08:45:20.969          1015.495    Satellite12    Satellite12        2               66.666667          2944627.980884          100.000000                4416941.971327
   207    15 Feb 2025 10:03:08.491    15 Feb 2025 10:18:56.958           948.467    Satellite12    Satellite12        2               22.222222           981542.660295          100.000000                4416941.971327
   208    16 Feb 2025 03:34:01.522    16 Feb 2025 03:39:27.465           325.943    Satellite12    Satellite12        2               11.111111           490771.330147          100.000000                4416941.971327
   209    16 Feb 2025 05:00:46.371    16 Feb 2025 05:16:51.461           965.090    Satellite12    Satellite12        2               55.555556          2453856.650737          100.000000                4416941.971327
   210    16 Feb 2025 06:35:03.975    16 Feb 2025 06:51:42.384           998.409    Satellite12    Satellite12        2              100.000000          4416941.971327          100.000000                4416941.971327
   211    16 Feb 2025 08:09:29.625    16 Feb 2025 08:26:26.728          1017.103    Satellite12    Satellite12        2               77.777778          3435399.311032          100.000000                4416941.971327
   212    16 Feb 2025 09:44:12.624    16 Feb 2025 10:00:26.975           974.351    Satellite12    Satellite12        2               33.333333          1472313.990442          100.000000                4416941.971327
   213    17 Feb 2025 04:41:55.993    17 Feb 2025 04:57:44.344           948.351    Satellite12    Satellite12        2               44.444444          1963085.320590          100.000000                4416941.971327
